High,Low,Close
3664.62,3661.96,3664.0
3663.98,3662.72,3663.74
3668.61,3663.25,3668.61
3667.49,3659.17,3660.16
3662.88,3658.48,3662.88
3667.28,3663.02,3666.64
3668.57,3666.38,3668.31
3669.98,3667.79,3667.95
3668.71,3666.44,3666.44
3666.82,3665.24,3665.24
3665.96,3664.23,3665.79
3666.44,3664.82,3665.28
3665.77,3663.97,3663.97
3664.22,3661.23,3661.66
3662.72,3661.41,3662.13
3662.89,3661.64,3662.05
3661.84,3659.92,3660.66
3662.11,3661.24,3661.33
3664.88,3661.27,3664.19
3663.78,3662.0,3662.23
3663.82,3662.05,3663.82
3664.35,3663.22,3663.68
3667.03,3663.56,3667.03
3667.38,3665.59,3665.73
3666.73,3665.69,3666.36
3666.83,3665.95,3666.82
3666.65,3665.7,3665.73
3666.57,3665.78,3665.9
3666.6,3665.46,3666.24
3666.35,3662.53,3662.53
3662.61,3661.08,3661.39
3663.8,3661.26,3663.32
3664.74,3663.5,3664.54
3664.41,3663.28,3663.5
3663.86,3663.11,3663.41
3663.73,3663.03,3663.24
3663.96,3663.03,3663.14
3663.75,3663.07,3663.07
3663.64,3662.48,3663.27
3664.45,3663.1,3664.21
3663.93,3662.79,3662.79
3663.88,3662.45,3663.73
3663.7,3662.37,3662.41
3662.18,3660.84,3660.84
3660.77,3659.25,3660.11
3660.82,3659.39,3659.68
3659.73,3658.95,3659.64
3659.95,3659.44,3659.53
3660.64,3659.25,3659.88
3660.71,3659.59,3660.56
3660.67,3659.85,3660.44
3660.87,3659.09,3659.09
3659.6,3658.64,3659.07
3658.94,3656.99,3657.27
3658.0,3657.0,3657.71
3658.55,3657.36,3658.43
3658.91,3658.44,3658.77
3658.88,3658.37,3658.37
3658.65,3658.04,3658.22
3658.63,3657.76,3657.76
3657.9,3657.48,3657.63
3659.01,3657.69,3658.54
3659.08,3658.19,3658.19
3659.47,3658.24,3659.31
3659.41,3658.65,3659.41
3661.43,3659.47,3661.26
3661.61,3660.48,3661.04
3661.66,3660.74,3661.25
3661.81,3660.36,3661.81
3664.46,3661.9,3662.88
3663.73,3662.01,3662.33
3662.57,3661.6,3662.19
3662.63,3661.91,3662.31
3662.88,3661.54,3662.82
3664.47,3662.57,3664.31
3665.9,3663.85,3665.9
3665.95,3664.93,3665.19
3665.45,3663.95,3663.95
3664.25,3662.89,3663.2
3664.71,3663.15,3664.6
3664.94,3664.09,3664.48
3665.0,3663.98,3664.07
3664.28,3662.33,3663.39
3663.6,3662.25,3662.97
3663.25,3660.81,3661.02
3662.46,3660.86,3661.17
3662.17,3661.14,3661.85
3663.56,3661.98,3663.56
3665.47,3663.71,3664.69
3665.37,3663.23,3663.36
3663.44,3661.63,3662.36
3663.9,3662.76,3662.9
3665.07,3663.5,3664.68
3664.89,3663.09,3663.67
3663.26,3661.66,3663.26
3663.92,3662.74,3663.92
3666.91,3663.78,3666.91
3668.99,3666.83,3668.92
3671.85,3669.58,3671.85
3676.0,3671.88,3675.37
3675.14,3671.42,3671.61
3673.06,3671.78,3672.73
3672.93,3668.87,3669.41
3668.96,3667.52,3668.74
3670.39,3668.57,3670.2
3670.27,3657.31,3658.53
3659.26,3657.39,3657.39
3657.65,3653.57,3654.15
3656.45,3654.48,3654.91
3655.27,3651.08,3651.08
3652.13,3645.31,3646.64
3647.04,3645.59,3646.35
3648.0,3645.99,3646.24
3646.43,3641.4,3642.63
3645.51,3641.97,3645.51
3646.23,3644.59,3646.17
